subject,t,c_hat,ci_low,ci_high
pooled,13.1,1.6526463731651748,1.2172177797861687,2.088074966544181
pooled,13.2,1.6250858079983685,1.1920025228389757,2.0581690931577614
pooled,13.3,1.5979848255150273,1.167285511389955,2.0286841396400996
pooled,13.4,1.5713357657694431,1.143057354502354,1.9996141770365323
pooled,13.5,1.5451310960748985,1.1193088236410245,1.9709533685087726
pooled,13.6,1.5193634089342387,1.0960308504009952,1.9426959674674822
pooled,13.7,1.494025419999196,1.0732145246582416,1.9148363153401504
pooled,13.8,1.4691099660586104,1.050851092571589,1.8873688395456318
pooled,13.9,1.4446100030556275,1.028931954133828,1.860288051977427
pooled,14.0,1.420518604133882,1.0074486616100176,1.8335885466577464
pooled,14.1,1.396828957712644,0.9863929170853236,1.8072649983399645
pooled,14.2,1.3735343655908212,0.9657565702649415,1.7813121609167009
pooled,14.3,1.3506282410797017,0.9455316165643459,1.7557248655950575
pooled,14.4,1.3281041071642696,0.9257101948265162,1.730498019502023
pooled,14.5,1.3059555946928951,0.9062845851827964,1.705626604202994
pooled,14.6,1.2841764405951703,0.8872472070444003,1.6811056741459405
pooled,14.7,1.2627604861276607,0.868590616805875,1.6569303554494463
pooled,14.8,1.2417016751472816,0.8503075058300094,1.6330958444645538
pooled,14.9,1.2209940524120366,0.8323906982666136,1.6095974065574596
pooled,15.0,1.2006317619088036,0.8148331489823923,1.5864303748352149
pooled,15.1,1.1806090452078655,0.7976279416143551,1.5635901488013757
pooled,15.2,1.1609202398438612,0.7807682860212121,1.5410721936665102
pooled,15.3,1.1415597777228315,0.7642475168289256,1.5188720386167374
pooled,15.4,1.1225221835550172,0.7480590911591569,1.4969852759508775
pooled,15.5,1.1038020733130713,0.732196586397251,1.4754075602288916
pooled,15.6,1.085394152715344,0.716653698491071,1.4541346069396168
pooled,15.7,1.0672932157338892,0.7014242397539219,1.4331621917138566
pooled,15.8,1.0494941431268363,0.6865021371277862,1.4124861491258864
pooled,15.9,1.031991900994791,0.6718814300868854,1.3921023719026968
pooled,16.0,1.0147815393609014,0.6575562686764865,1.3720068100453164
pooled,16.1,0.9978581907742402,0.6435209118805095,1.3521954696679708
pooled,16.2,0.9812170689361646,0.6297697253681607,1.3326644125041684
pooled,16.3,0.9648534673492893,0.616297180088351,1.3134097546102277
pooled,16.4,0.9487627579887434,0.603097850104424,1.294427665873063
pooled,16.5,0.9329403899953489,0.5901664110361462,1.2757143689545516
pooled,16.6,0.9173818883904008,0.5774976380217554,1.2572661387590462
pooled,16.7,0.9020828528116941,0.5650864043676622,1.239079301255726
pooled,16.8,0.8870389562704666,0.5529276793676847,1.2211502331732484
pooled,16.9,0.8722459439289381,0.5410165270003683,1.203475360857508
pooled,17.0,0.8576996318980978,0.5293481040757884,1.1860511597204073
pooled,17.1,0.8433959060554351,0.5179176585097535,1.168874153601117
pooled,17.2,0.8293307208822818,0.5067205279696547,1.1519409137949088
pooled,17.3,0.8155000983204518,0.4957521379159863,1.1352480587249172
pooled,17.4,0.8019001266478748,0.4850080004638399,1.1187922528319096
pooled,17.5,0.7885269593728998,0.47448371240588044,1.1025702063399192
pooled,17.6,0.7753768141469833,0.46417495396112773,1.086578674332839
pooled,17.7,0.7624459716954474,0.45407748725622826,1.0708144561346664
pooled,17.8,0.7497307747660193,0.44418715465064407,1.0552743948813945
pooled,17.9,0.7372276270948664,0.43449987752997093,1.039955376659762
pooled,18.0,0.7249329923898249,0.42501165476400365,1.024854330015646
pooled,18.1,0.7128433933305582,0.41571856123840883,1.0099682254227076
pooled,18.2,0.7009554105853527,0.4066167466921306,0.9952940744785748
pooled,18.3,0.6892656818442813,0.397702434055355,0.9808289296332076
pooled,18.4,0.6777709008684693,0.38897191830735417,0.9665698834295844
pooled,18.5,0.6664678165551878,0.3804215651853338,0.9525140679250419
pooled,18.6,0.6553532320185235,0.37204780968816137,0.9386586543488855
pooled,18.7,0.6444240036853581,0.3638471551365253,0.9250008522341909
pooled,18.8,0.6336770404064093,0.35581617157965967,0.9115379092331588
pooled,18.9,0.6231093025820836,0.3479514947564254,0.8982671104077419
pooled,19.0,0.6127178013028918,0.3402498248377196,0.885185777768064
pooled,19.1,0.6024995975041926,0.3327079252395495,0.8722912697688356
pooled,19.2,0.5924518011350178,0.32532262154481223,0.8595809807252235
pooled,19.3,0.5825715703407515,0.3180908001719556,0.8470523405095474
pooled,19.4,0.5728561106594343,0.3110094073913308,0.8347028139275379
pooled,19.5,0.5633026742314589,0.30407544819191995,0.8225299002709978
pooled,19.6,0.553908559022443,0.2972859851385581,0.8105311329063278
pooled,19.7,0.5446711080590545,0.2906381374031092,0.7987040787149998
pooled,19.8,0.5355877086775757,0.28412907962395184,0.7870463377311995
pooled,19.9,0.5266557917849961,0.2777560408643223,0.77555554270567
pooled,20.0,0.5178728311324218,0.2715163037500438,0.7642293585147997
pooled,20.1,0.5092363426006004,0.2654072031495951,0.7530654820516056
pooled,20.2,0.5007438834973574,0.2594261256936176,0.7420616413010972
pooled,20.3,0.4923930518667449,0.25357050834942907,0.7312155953840608
pooled,20.4,0.48418148580971193,0.24783783757587427,0.7205251340435496
pooled,20.5,0.47610686281609726,0.24222564869380778,0.7099880769383867
pooled,20.6,0.4681668991077658,0.23673152459096658,0.6996022736245651
pooled,20.7,0.46035934899269393,0.23135309507784227,0.6893656029075456
pooled,20.8,0.45268200422982474,0.22608803587285303,0.6792759725867965
pooled,20.9,0.4451326934045176,0.22093406779759395,0.6693313190114413
pooled,21.0,0.4377092813144078,0.21588895594812157,0.6595296066806939
pooled,21.1,0.43040966836551037,0.21095050881178443,0.6498688279192363
pooled,21.2,0.423231789978392,0.20611657750128812,0.6403470024554959
pooled,21.3,0.4161736160042453,0.2013850549024136,0.6309621771060769
pooled,21.4,0.4092331501507022,0.19675387492707597,0.6217124253743285
pooled,21.5,0.4024084294172188,0.19222101169383538,0.6125958471406023
pooled,21.6,0.3956975235398804,0.1877844788599841,0.6036105682197768
pooled,21.7,0.3890985344454605,0.18344232873460176,0.5947547401563192
pooled,21.8,0.3826095957145845,0.17919265170324936,0.5860265397259197
pooled,21.9,0.37622887205384975,0.17503357535482655,0.577424168752873
pooled,22.0,0.3699545587767426,0.1709632638825804,0.5689458536709048
pooled,22.1,0.3637848812932166,0.16697991741695062,0.5605898451694826
pooled,22.2,0.3577180946077803,0.16308177120552378,0.5523544180100368
pooled,22.3,0.35175248282595456,0.15926709507883,0.5442378705730792
pooled,22.4,0.34588635866896306,0.15553419271919125,0.5362385246187349
pooled,22.5,0.34011806299651237,0.15188140105110798,0.5283547249419167
pooled,22.6,0.3344459643375341,0.14830708962656322,0.5205848390485049
pooled,22.7,0.3288684584287496,0.1448096599335169,0.5129272569239823
pooled,22.8,0.32338396776093065,0.14138754485903784,0.5053803906628235
pooled,22.9,0.317990941132729,0.13803920810449086,0.49794267416096716
pooled,23.0,0.3126878532119426,0.1347631434704806,0.4906125629534046
pooled,23.1,0.3074732041041021,0.13155787447886635,0.4833885337293379
pooled,23.2,0.30234551892825007,0.12842195360342107,0.47626908425307907
pooled,23.3,0.29730334739979436,0.125353961864029,0.4692527329355597
pooled,23.4,0.2923452634203199,0.12235250825856614,0.4623380185820737
pooled,23.5,0.28746986467423885,0.11941622911504374,0.45552350023343396
pooled,23.6,0.28267577223216933,0.11654378776040364,0.448807756703935
pooled,23.7,0.2779616301609273,0.11373387379465646,0.4421893865271981
pooled,23.8,0.27332610514002237,0.11098520277508753,0.43566700750495724
pooled,23.9,0.26876788608455027,0.10829651557757242,0.4292392565915281
pooled,24.0,0.2642856837743728,0.10566657801173152,0.42290478953701405
